x,y,energy
-120.47950087300984,-122.94871768347213,0.0005060246471930718
-118.06858186456031,-122.94871768347213,-6.196019582843861e-05
-115.65766285611079,-122.94871768347213,-0.0009757943166723328
-113.24674384766126,-122.94871768347213,-0.002343688118645221
-110.83582483921174,-122.94871768347213,-0.004289200588750284
-108.42490583076223,-122.94871768347213,-0.00694844228701574
-106.0139868223127,-122.94871768347213,-0.01046550143516446
-103.60306781386318,-122.94871768347213,-0.014985986400582725
-101.19214880541365,-122.94871768347213,-0.020648737692056773
-98.78122979696413,-122.94871768347213,-0.027575960011450722
-96.3703107885146,-122.94871768347213,-0.03586224564582694
-93.95939178006509,-122.94871768347213,-0.045563183511374124
-91.54847277161556,-122.94871768347213,-0.05668444709052976
-89.13755376316604,-122.94871768347213,-0.06917240011848258
-86.72663475471651,-122.94871768347213,-0.08290732263283003
-84.31571574626699,-122.94871768347213,-0.09770031816659856
-81.90479673781746,-122.94871768347213,-0.11329480071382272
-79.49387772936794,-122.94871768347213,-0.12937317550971422
-77.08295872091841,-122.94871768347213,-0.14556893345576286
-74.67203971246889,-122.94871768347213,-0.16148390340885863
-72.26112070401936,-122.94871768347213,-0.1767098914989307
-69.85020169556984,-122.94871768347213,-0.1908534339854183
-67.43928268712033,-122.94871768347213,-0.20356195600493288
-65.0283636786708,-122.94871768347213,-0.2145493165255395
-62.617444670221275,-122.94871768347213,-0.22361857418747078
-60.20652566177175,-122.94871768347213,-0.23067985840060817
-57.795606653322224,-122.94871768347213,-0.23576148441483857
-55.3846876448727,-122.94871768347213,-0.23901289797972175
-52.97376863642319,-122.94871768347213,-0.2406986419523577
-50.56284962797366,-122.94871768347213,-0.24118325376242764
-48.15193061952414,-122.94871768347213,-0.24090776685001564
-45.74101161107461,-122.94871768347213,-0.24035923310565385
-43.330092602625086,-122.94871768347213,-0.2400353397710879
-40.91917359417556,-122.94871768347213,-0.24040670278909704
-38.508254585726036,-122.94871768347213,-0.24187973053275402
-36.09733557727651,-122.94871768347213,-0.24476303386966375
-33.686416568826985,-122.94871768347213,-0.24924019499483394
-31.275497560377474,-122.94871768347213,-0.25535130169057374
-28.86457855192795,-122.94871768347213,-0.26298502816684366
-26.453659543478423,-122.94871768347213,-0.2718822396219924
-24.042740535028898,-122.94871768347213,-0.2816511735797796
-21.631821526579373,-122.94871768347213,-0.29179327984478826
-19.220902518129847,-122.94871768347213,-0.3017378657199453
-16.809983509680322,-122.94871768347213,-0.31088288117175555
-14.39906450123081,-122.94871768347213,-0.3186385733256745
-11.988145492781285,-122.94871768347213,-0.32447041148465666
-9.57722648433176,-122.94871768347213,-0.32793768089249137
-7.166307475882235,-122.94871768347213,-0.3287244832075621
-4.755388467432709,-122.94871768347213,-0.3266605454678356
-2.344469458983184,-122.94871768347213,-0.32173017102586293
0.0664495494663413,-122.94871768347213,-0.3140687754265554
2.4773685579158666,-122.94871768347213,-0.30394762232876316
4.888287566365392,-122.94871768347213,-0.2917484822997602
7.299206574814903,-122.94871768347213,-0.2779308576309542
9.710125583264443,-122.94871768347213,-0.26299504652185934
12.121044591713968,-122.94871768347213,-0.24744459172136615
14.531963600163465,-122.94871768347213,-0.23175154759118616
16.94288260861299,-122.94871768347213,-0.21632752845838119
19.353801617062516,-122.94871768347213,-0.20150273680770053
21.76472062551204,-122.94871768347213,-0.18751421320948974
24.175639633961566,-122.94871768347213,-0.17450352142237008
26.58655864241109,-122.94871768347213,-0.16252310519637578
28.997477650860617,-122.94871768347213,-0.15154973752861478
31.408396659310142,-122.94871768347213,-0.14150291060675488
33.81931566775967,-122.94871768347213,-0.13226573108640707
36.23023467620919,-122.94871768347213,-0.12370589675976464
38.64115368465872,-122.94871768347213,-0.1156946062567364
41.052072693108244,-122.94871768347213,-0.10812173308158576
43.46299170155777,-122.94871768347213,-0.10090620061803035
45.873910710007294,-122.94871768347213,-0.09400114129365116
48.28482971845682,-122.94871768347213,-0.08739403204987078
50.695748726906345,-122.94871768347213,-0.08110250575469141
53.10666773535587,-122.94871768347213,-0.07516690133977093
55.51758674380537,-122.94871768347213,-0.0696408146116298
57.92850575225489,-122.94871768347213,-0.06458094928610718
60.33942476070442,-122.94871768347213,-0.06003746432075588
62.75034376915394,-122.94871768347213,-0.05604580202277873
65.16126277760347,-122.94871768347213,-0.05262070090384408
67.572181786053,-122.94871768347213,-0.04975278754946617
69.98310079450252,-122.94871768347213,-0.04740783846537592
72.39401980295204,-122.94871768347213,-0.04552853435449008
74.80493881140157,-122.94871768347213,-0.044038315271001806
77.2158578198511,-122.94871768347213,-0.04284679648890808
79.62677682830062,-122.94871768347213,-0.04185612469162253
82.03769583675015,-122.94871768347213,-0.040967638785766224
84.44861484519967,-122.94871768347213,-0.040088241075662515
86.8595338536492,-122.94871768347213,-0.03913597140186654
89.27045286209872,-122.94871768347213,-0.03804439613273443
91.68137187054822,-122.94871768347213,-0.036765562015193695
94.09229087899774,-122.94871768347213,-0.035271408587339285
96.50320988744727,-122.94871768347213,-0.033553669959045844
98.9141288958968,-122.94871768347213,-0.031622416824077515
101.32504790434632,-122.94871768347213,-0.02950348439848809
103.73596691279585,-122.94871768347213,-0.027235096128955288
106.14688592124537,-122.94871768347213,-0.02486402403800365
108.5578049296949,-122.94871768347213,-0.02244162510748908
110.96872393814442,-122.94871768347213,-0.020020062657433786
113.37964294659395,-122.94871768347213,-0.017648968148311857
115.79056195504347,-122.94871768347213,-0.015372729763418727
118.201480963493,-122.94871768347213,-0.01322851780735225
-120.47950087300984,-120.43138409655332,0.0007936131826327135
-118.06858186456031,-120.43138409655332,0.00017076390005465376
-115.65766285611079,-120.43138409655332,-0.0008515586109034427
-113.24674384766126,-120.43138409655332,-0.00240014566860957
-110.83582483921174,-120.43138409655332,-0.0046199546342103655
-108.42490583076223,-120.43138409655332,-0.007670848675392215
-106.0139868223127,-120.43138409655332,-0.011722245782020762
-103.60306781386318,-120.43138409655332,-0.016945550683469878
-101.19214880541365,-120.43138409655332,-0.023504431307128527
-98.78122979696413,-120.43138409655332,-0.03154323356167824
-96.3703107885146,-120.43138409655332,-0.041174087678556986
-93.95939178006509,-120.43138409655332,-0.05246352135876054
-91.54847277161556,-120.43138409655332,-0.06541962854191614
-89.13755376316604,-120.43138409655332,-0.07998101343836864
-86.72663475471651,-120.43138409655332,-0.09600880407394763
-84.31571574626699,-120.43138409655332,-0.11328298020312556
-81.90479673781746,-120.43138409655332,-0.1315040698617328
-79.49387772936794,-120.43138409655332,-0.15030093467641967
-77.08295872091841,-120.43138409655332,-0.16924490146013144
-74.67203971246889,-120.43138409655332,-0.18786993979678626
-72.26112070401936,-120.43138409655332,-0.20569798151953683
-69.85020169556984,-120.43138409655332,-0.22226788903071665
-67.43928268712033,-120.43138409655332,-0.23716607105053789
-65.0283636786708,-120.43138409655332,-0.25005637942734105
-62.617444670221275,-120.43138409655332,-0.2607067509175156
-60.20652566177175,-120.43138409655332,-0.26901011715051587
-57.795606653322224,-120.43138409655332,-0.2749974051601991
-55.3846876448727,-120.43138409655332,-0.27884097560028287
-52.97376863642319,-120.43138409655332,-0.28084755763128805
-50.56284962797366,-120.43138409655332,-0.28144057973534226
-48.15193061952414,-120.43138409655332,-0.28113269144868264
-45.74101161107461,-120.43138409655332,-0.28049014246060394
-43.330092602625086,-120.43138409655332,-0.28009145384834644
-40.91917359417556,-120.43138409655332,-0.280483410473206
-38.508254585726036,-120.43138409655332,-0.2821377665823256
-36.09733557727651,-120.43138409655332,-0.2854121493182939
-33.686416568826985,-120.43138409655332,-0.2905184488421184
-31.275497560377474,-120.43138409655332,-0.2975015031459164
-28.86457855192795,-120.43138409655332,-0.3062301471024312
-26.453659543478423,-120.43138409655332,-0.31640174770592033
-24.042740535028898,-120.43138409655332,-0.32756025999197824
-21.631821526579373,-120.43138409655332,-0.33912669708585386
-19.220902518129847,-120.43138409655332,-0.35043981150113995
-16.809983509680322,-120.43138409655332,-0.36080383614217065
-14.39906450123081,-120.43138409655332,-0.3695394306740875
-11.988145492781285,-120.43138409655332,-0.3760336046455601
-9.57722648433176,-120.43138409655332,-0.37978439890233734
-7.166307475882235,-120.43138409655332,-0.3804365209143156
-4.755388467432709,-120.43138409655332,-0.3778049242868423
-2.344469458983184,-120.43138409655332,-0.3718844301948417
0.0664495494663413,-120.43138409655332,-0.3628448011385816
2.4773685579158666,-120.43138409655332,-0.35101205838090765
4.888287566365392,-120.43138409655332,-0.33683813330344425
7.299206574814903,-120.43138409655332,-0.3208620147393519
9.710125583264443,-120.43138409655332,-0.30366627879978586
12.121044591713968,-120.43138409655332,-0.2858331857507644
14.531963600163465,-120.43138409655332,-0.26790437342621376
16.94288260861299,-120.43138409655332,-0.2503475979052603
19.353801617062516,-120.43138409655332,-0.23353305092024426
21.76472062551204,-120.43138409655332,-0.217720640831181
24.175639633961566,-120.43138409655332,-0.20305840373620287
26.58655864241109,-120.43138409655332,-0.18959105963072398
28.997477650860617,-120.43138409655332,-0.1772767746090056
31.408396659310142,-120.43138409655332,-0.16600952976404856
33.81931566775967,-120.43138409655332,-0.15564418282141818
36.23023467620919,-120.43138409655332,-0.1460213446021245
38.64115368465872,-120.43138409655332,-0.13698954042451258
41.052072693108244,-120.43138409655332,-0.12842271342781725
43.46299170155777,-120.43138409655332,-0.12023185824152764
45.873910710007294,-120.43138409655332,-0.11237034862279456
48.28482971845682,-120.43138409655332,-0.10483324810588673
50.695748726906345,-120.43138409655332,-0.09765149310417988
53.10666773535587,-120.43138409655332,-0.09088226328007461
55.51758674380537,-120.43138409655332,-0.08459708211233474
57.92850575225489,-120.43138409655332,-0.07886922533701751
60.33942476070442,-120.43138409655332,-0.07376188151851354
62.75034376915394,-120.43138409655332,-0.0693182471718977
65.16126277760347,-120.43138409655332,-0.06555439555189749
67.572181786053,-120.43138409655332,-0.062455380800825584
69.98310079450252,-120.43138409655332,-0.059974669985451284
72.39401980295204,-120.43138409655332,-0.058036668495558275
74.80493881140157,-120.43138409655332,-0.05654184294145259
77.2158578198511,-120.43138409655332,-0.055373763360718295
79.62677682830062,-120.43138409655332,-0.054407287225845966
82.03769583675015,-120.43138409655332,-0.05351708783789484
84.44861484519967,-120.43138409655332,-0.05258577990931933
86.8595338536492,-120.43138409655332,-0.05151100231343826
89.27045286209872,-120.43138409655332,-0.05021096662374412
91.68137187054822,-120.43138409655332,-0.048628153672116675
94.09229087899774,-120.43138409655332,-0.04673102245989515
96.50320988744727,-120.43138409655332,-0.04451377089470278
98.9141288958968,-120.43138409655332,-0.04199434240608744
101.32504790434632,-120.43138409655332,-0.03921099560641318
103.73596691279585,-120.43138409655332,-0.03621783828411215
106.14688592124537,-120.43138409655332,-0.033079768489862486
108.5578049296949,-120.43138409655332,-0.02986726469915758
110.96872393814442,-120.43138409655332,-0.026651428251077896
113.37964294659395,-120.43138409655332,-0.023499611958487078
115.79056195504347,-120.43138409655332,-0.02047187873021098
118.201480963493,-120.43138409655332,-0.017618434106533853
-120.47950087300984,-117.9140505096345,0.0011566280620977077
-118.06858186456031,-117.9140505096345,0.000487479395645404
-115.65766285611079,-117.9140505096345,-0.0006365859357451164
-113.24674384766126,-117.9140505096345,-0.002362136961641389
-110.83582483921174,-117.9140505096345,-0.004856959349912243
-108.42490583076223,-117.9140505096345,-0.008306306978929385
-106.0139868223127,-117.9140505096345,-0.012906726233638675
-103.60306781386318,-117.9140505096345,-0.018857305391976328
-101.19214880541365,-117.9140505096345,-0.02634841964846308
-98.78122979696413,-117.9140505096345,-0.03554831165106617
-96.3703107885146,-117.9140505096345,-0.046588148309778796
-93.95939178006509,-117.9140505096345,-0.059546498343813994
-91.54847277161556,-117.9140505096345,-0.07443444561151875
-89.13755376316604,-117.9140505096345,-0.09118275098057912
-86.72663475471651,-117.9140505096345,-0.10963256162471598
-84.31571574626699,-117.9140505096345,-0.1295311090791095
-81.90479673781746,-117.9140505096345,-0.1505336163611656
-79.49387772936794,-117.9140505096345,-0.17221224733936966
-77.08295872091841,-117.9140505096345,-0.19407239595521025
-74.67203971246889,-117.9140505096345,-0.21557596739439164
-72.26112070401936,-117.9140505096345,-0.23617060494055386
-69.85020169556984,-117.9140505096345,-0.25532313541439505
-67.43928268712033,-117.9140505096345,-0.2725549188455872
-65.0283636786708,-117.9140505096345,-0.2874763669324649
-62.617444670221275,-117.9140505096345,-0.2998176997537177
-60.20652566177175,-117.9140505096345,-0.3094530800804595
-57.795606653322224,-117.9140505096345,-0.31641561188986733
-55.3846876448727,-117.9140505096345,-0.3209012976571367
-52.97376863642319,-117.9140505096345,-0.32326087313529855
-50.56284962797366,-117.9140505096345,-0.3239794105915244
-48.15193061952414,-117.9140505096345,-0.3236446173961537
-45.74101161107461,-117.9140505096345,-0.3229057641167075
-43.330092602625086,-117.9140505096345,-0.32242606350762215
-40.91917359417556,-117.9140505096345,-0.3228320068295634
-38.508254585726036,-117.9140505096345,-0.32466358052419186
-36.09733557727651,-117.9140505096345,-0.3283293890831886
